name,publisher,platforms,num_platforms,year_released,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
SOCOM: U.S. Navy SEALs,Sony Computer Entertainment,"[""PS2""]",1,2002,Shooter,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,Zipper Interactive,M
SOCOM: U.S. Navy SEALs: Combined Assault,Sony Computer Entertainment,"[""PS2""]",1,2006,Shooter,1.74,0.02,0,0.28,2.04,72,38,9,34,Zipper Interactive,T
SOCOM: U.S. Navy SEALs Confrontation,Sony Computer Entertainment,"[""PS3""]",1,2008,Shooter,0.94,0.16,0.02,0.13,1.25,63,64,6.9,223,Slant Six,M
SOCOM: U.S. Navy SEALs Fireteam Bravo,Sony Computer Entertainment,"[""PSP""]",1,2005,Shooter,1.03,0,0.01,0.08,1.12,82,44,8.6,63,Zipper Interactive,M
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Sony Computer Entertainment,"[""PSP""]",1,2006,Shooter,0.81,0.11,0,0.13,1.05,81,31,9,36,Zipper Interactive,T
SOCOM: U.S. Navy SEALs Fireteam Bravo 3,Sony Computer Entertainment,"[""PSP""]",1,2010,Shooter,0.17,0.13,0.06,0.08,0.44,74,51,8,20,Slant Six,T
Solatorobo: Red the Hunter,Nintendo,"[""DS""]",1,2010,Role-Playing,0.08,0.04,0.07,0.01,0.2,76,40,7.9,23,CyberConnect2,E10+
Soldier of Fortune: Gold Edition,Codemasters,"[""PS2""]",1,2001,Shooter,0.27,0.21,0,0.07,0.56,59,14,6.8,17,Pipe Dream Interactive,M
Soldier of Fortune II: Double Helix,Activision,"[""XB""]",1,2003,Shooter,0.17,0.05,0,0.01,0.23,61,26,6.5,13,Gratuitous Games,M
Soldier of Fortune: Payback,Activision,"[""PS3"", ""X360""]",2,2007,Shooter,0.3,0.02,0,0.03,0.35,50,49,5.5,33,Cauldron Ltd.,M
Song of the Deep,Insomniac Games,"[""PC"", ""PS4"", ""XOne""]",3,2016,Action,0.14,0,0,0.02,0.16999999999999998,69.33333333333333,65,6.833333333333333,65,Insomniac Games,E
Sonic Advance,Sega,"[""GBA""]",1,2001,Platform,1.19,0.71,0.22,0.13,2.24,87,22,8.1,48,Sonic Team,E
Sonic Advance 2,Sega,"[""GBA""]",1,2002,Platform,0.93,0.59,0.21,0.07,1.8,83,23,8.3,46,Dimps Corporation,E
Sonic Advance 3,THQ,"[""GBA""]",1,2004,Platform,0.74,0.52,0.08,0.06,1.4,79,30,8.4,34,Dimps Corporation,E
Sonic Adventure 2,Sega,"[""DC""]",1,2001,Platform,0,0,0.12,0,0.12,89,18,8.6,236,Sonic Team,E
Sonic Adventure 2 Battle,Sega,"[""GC""]",1,2001,Platform,1.7,0.59,0.21,0.07,2.56,73,28,8.3,179,Sonic Team,E
Sonic Adventure DX: Director's Cut,Sega,"[""GC""]",1,2003,Platform,0.87,0.3,0.06,0.03,1.27,57,27,7.9,139,Sonic Team,E
Sonic and the Black Knight,Sega,"[""Wii""]",1,2009,Platform,0.64,0.34,0.01,0.1,1.09,54,51,6.9,198,Sonic Team,E10+
Sonic and the Secret Rings,Sega,"[""Wii""]",1,2007,Platform,1.21,1.19,0.04,0.29,2.73,69,44,6.6,174,Sonic Team,E
Sonic Boom: Rise of Lyric,Sega,"[""WiiU""]",1,2014,Action,0.19,0.09,0,0.03,0.31,32,28,3.6,587,Big Red Button Entertainment,E10+
Sonic Boom: Shattered Crystal,Sega,"[""3DS""]",1,2014,Action,0.17,0.09,0,0.03,0.29,47,21,6.3,160,Sanzaru Games,E
Sonic Chronicles: The Dark Brotherhood,Sega,"[""DS""]",1,2008,Role-Playing,0.5,0.29,0.01,0.08,0.88,74,55,7.3,81,BioWare,E
Sonic Classic Collection,Sega,"[""DS""]",1,2010,Platform,0.92,0.73,0,0.17,1.83,70,24,7.5,28,Creative Assembly,E
Sonic Colors,Sega,"[""Wii"", ""DS""]",2,2010,Platform,1.6099999999999999,1.0699999999999998,0.02,0.27,2.9699999999999998,78.5,84,8.2,367,Dimps Corporation,E
Sonic Free Riders,Sega,"[""X360""]",1,2010,Racing,0.74,0.25,0,0.09,1.09,47,52,2.1,98,Sega,E
Sonic Generations,Sega,"[""PC"", ""PS3"", ""3DS"", ""X360""]",4,2011,Platform,1.77,1.76,0.03,0.5,4.09,74,127,7.925,1038,Sega,E
Sonic Heroes,Sega,"[""XB"", ""GC"", ""PS2""]",3,2003,Platform,2.5,2.24,0.13,0.58,5.46,69.66666666666667,106,7.733333333333333,253,Sonic Team,E
Sonic Lost World,Sega,"[""3DS"", ""WiiU""]",2,2013,Platform,0.47,0.26,0.08,0.06,0.88,61,98,6.9,605,Dimps Corporation,E10+
Sonic Mega Collection,Infogrames,"[""GC""]",1,2002,Misc,1.47,0.48,0.05,0.06,2.05,75,26,8.8,41,Sonic Team,E
Sonic Mega Collection Plus,Sega,"[""XB"", ""PS2""]",2,2004,Misc,2.15,1.4,0,0.26,3.81,74,41,8.25,42,Sonic Team,E
Sonic Riders,Sega,"[""PS2"", ""XB"", ""GC""]",3,2006,Racing,1.23,0.22999999999999998,0,0.1,1.55,56.666666666666664,106,7.766666666666667,78,Sonic Team,E
Sonic Riders: Zero Gravity,Sega,"[""Wii"", ""PS2""]",2,2008,Racing,0.57,0.39,0.02,0.11,1.09,56,42,8.2,84,Sonic Team,E
Sonic Rivals,Sega,"[""PSP""]",1,2006,Racing,0.73,0.42,0,0.27,1.42,64,25,7.8,38,Backbone Entertainment,E
Sonic Rivals 2,Sega,"[""PSP""]",1,2007,Racing,0.44,0.67,0,0.37,1.48,60,24,7.8,35,Backbone Entertainment,E
Sonic Rush,Sega,"[""DS""]",1,2005,Platform,1.21,1.56,0.06,0.29,3.12,82,43,8.5,101,"Dimps Corporation, Sonic Team",E
Sonic Rush Adventure,Sega,"[""DS""]",1,2007,Platform,0.53,0.48,0.01,0.12,1.15,78,32,8.2,66,Dimps Corporation,E
Sonic's Ultimate Genesis Collection,Sega,"[""X360"", ""PS3""]",2,2009,Misc,2.19,1.03,0,0.44,3.67,79.5,80,8.55,83,Backbone Entertainment,E10+
Sonic the Hedgehog,Sega,"[""X360"", ""PS3"", ""PS3""]",3,2006,Platform,0.85,1.02,0.04,0.77,2.6799999999999997,44,72,4.2,807,Sega,E10+
Sonic Unleashed,Sega,"[""PS3"", ""X360"", ""Wii"", ""PS2""]",4,2008,Platform,2.7300000000000004,1.35,0.03,0.8,4.89,61.5,109,7.425,553,Sonic Team,E10+
Sorcery,Sony Computer Entertainment,"[""PS3""]",1,2012,Action,0.14,0.11,0,0.05,0.29,70,52,7.3,57,The Workshop,E10+
Sorcery Saga: The Curse of the Great Curry God,Rising Star Games,"[""PSV""]",1,2013,Role-Playing,0,0,0.03,0,0.03,65,17,7.3,44,Zerodiv,T
Soul Bubbles,Eidos Interactive,"[""DS""]",1,2008,Puzzle,0.05,0.02,0,0.01,0.08,78,33,8,22,Mekensleep,E
SoulCalibur,Namco Bandai Games,"[""DC""]",1,1999,Fighting,0,0,0.34,0,0.34,98,24,8.8,200,Namco,T
SoulCalibur: Broken Destiny,Namco Bandai Games,"[""PSP""]",1,2009,Fighting,0.12,0.2,0.07,0.12,0.51,80,52,6.2,45,Bandai Namco Games,T
SoulCalibur II,Namco Bandai Games,"[""PS2"", ""XB"", ""GC""]",3,2003,Fighting,2.83,1.12,0.27,0.33,4.5600000000000005,92.33333333333333,125,8.933333333333335,309,Namco,T
SoulCalibur III,Namco Bandai Games,"[""PS2""]",1,2005,Fighting,0.74,0.15,0.13,0.05,1.07,86,57,8.4,96,Namco,T
SoulCalibur IV,Ubisoft,"[""PS3"", ""X360""]",2,2008,Fighting,1.6400000000000001,0.8300000000000001,0.21000000000000002,0.35,3.04,85,127,7.9,286,Namco,T
SoulCalibur Legends,Namco Bandai Games,"[""Wii""]",1,2007,Action,0.16,0.01,0,0.01,0.18,52,35,5.7,24,Namco Bandai Games,T
SoulCalibur V,Namco Bandai Games,"[""PS3"", ""X360""]",2,2012,Fighting,0.74,0.36,0.09000000000000001,0.13,1.33,79,109,6.45,274,Project Soul,T
Soul Reaver 2,Eidos Interactive,"[""PS2""]",1,2001,Action,0.27,0.21,0,0.07,0.55,80,22,8.5,35,Crystal Dynamics,M
Soul Sacrifice,Sony Computer Entertainment,"[""PSV""]",1,2013,Role-Playing,0.15,0.08,0.22,0.06,0.51,77,71,8.2,298,"SCE Japan Studio, comcept",M
Soul Sacrifice Delta,Sony Computer Entertainment,"[""PSV""]",1,2014,Action,0,0.08,0.12,0.02,0.22,82,24,8.4,125,SCE Japan Studio,M
South Park: The Stick of Truth,Ubisoft,"[""X360"", ""PC"", ""PS3""]",3,2014,Role-Playing,1.0799999999999998,0.7,0,0.26,2.0300000000000002,84,112,8.5,2677,Obsidian Entertainment,M
Space Channel 5 Special Edition,Agetec,"[""PS2""]",1,2003,Misc,0.04,0.03,0,0.01,0.08,79,16,8.6,10,UGA,T
Space Channel 5: Ulala's Cosmic Attack,Atari,"[""GBA""]",1,2002,Misc,0.01,0,0,0,0.02,55,15,8,5,Art,E
Space Chimps,Brash Entertainment,"[""X360""]",1,2008,Platform,0.1,0,0,0.01,0.11,57,7,5.3,12,Red Tribe,E10+
Space Invaders Extreme,Square Enix,"[""DS"", ""PSP""]",2,2008,Shooter,0.18,0.02,0.02,0.02,0.24,84.5,70,7.199999999999999,29,Taito Corporation,E
Space Invaders Extreme 2,Square Enix,"[""DS""]",1,2009,Shooter,0.17,0.01,0,0.01,0.19,82,38,7.1,8,Taito Corporation,E
Space Invaders Revolution,Rising Star Games,"[""DS""]",1,2005,Shooter,0.01,0,0,0,0.01,49,9,5.2,5,Marvelous Entertainment,E
Spartan: Total Warrior,Sega,"[""GC"", ""PS2"", ""XB""]",3,2005,Action,0.26,0.13,0,0.03,0.42000000000000004,73.33333333333333,93,8.500000000000002,92,Creative Assembly,M
Spawn: Armageddon,Electronic Arts,"[""PS2"", ""GC"", ""XB""]",3,2003,Action,0.4,0.22000000000000003,0,0.06999999999999999,0.68,58,79,7.933333333333334,35,Point of View,M
Special Forces: Nemesis Strike,Hip Interactive,"[""XB""]",1,2005,Shooter,0.03,0.01,0,0,0.03,60,10,6.5,4,Asobo Studio,M
Spec Ops: Ranger Elite,TalonSoft,"[""PS""]",1,2001,Shooter,0.49,0.33,0,0.06,0.87,48,4,6.6,16,Runecraft,T
Spec Ops: The Line,Take-Two Interactive,"[""PC"", ""X360"", ""PS3""]",3,2012,Shooter,0.51,0.49,0.04,0.14,1.19,76.33333333333333,102,8.133333333333333,1906,Yager,M
Spectral Force 3,Idea Factory,"[""X360""]",1,2006,Role-Playing,0.08,0,0,0.01,0.09,59,16,7.5,19,Xpec,T
Spectral Force Genesis,Nobilis,"[""DS""]",1,2008,Role-Playing,0.08,0,0.01,0.01,0.09,46,8,7,5,"Neverland, Idea Factory",T
Spectral Souls: Resurrection of the Ethereal Empires,Idea Factory,"[""PSP""]",1,2005,Role-Playing,0.03,0,0,0,0.03,47,27,8.2,12,"Neverland, Idea Factory",T
Spectrobes,Disney Interactive Studios,"[""DS""]",1,2007,Role-Playing,0.66,0.02,0,0.06,0.74,63,37,7.9,31,Jupiter Corporation,E
Spectrobes: Beyond the Portals,Disney Interactive Studios,"[""DS""]",1,2008,Role-Playing,0.36,0.11,0,0.04,0.51,70,26,7.7,14,"Jupiter Corporation, Jupiter Multimedia",E10+
Spectrobes: Origins,Disney Interactive Studios,"[""Wii""]",1,2009,Role-Playing,0.16,0.02,0,0.01,0.19,71,22,8.4,16,Genki,E10+
Speed Kings,Acclaim Entertainment,"[""XB"", ""PS2""]",2,2003,Racing,0.09,0.05,0,0.01,0.14,60.5,29,8.3,10,Climax Group,E
Speed Zone,Bethesda Softworks,"[""Wii""]",1,2009,Racing,0.01,0.05,0,0.01,0.07,37,14,3.8,11,Awesome Play Ltd.,E
Sphinx and the Cursed Mummy,THQ,"[""GC"", ""XB""]",2,2003,Action,0.2,0.05,0,0,0.26,79,43,8.95,23,Eurocom Entertainment Software,T
Spider-Man,Activision,"[""PS""]",1,2000,Action,1.7,1.25,0.02,0.16,3.13,87,19,9,107,Neversoft Entertainment,E
Spider-Man 2,Activision,"[""GC"", ""PS2"", ""XB"", ""GBA"", ""PSP"", ""DS""]",6,2004,Action,4.739999999999999,2.14,0.05,0.6900000000000001,7.62,72.66666666666667,252,7.6000000000000005,196,Digital Eclipse,E
Spider-Man 2: Enter: Electro,Activision,"[""PS""]",1,2001,Action,0.57,0.87,0.02,0.09,1.55,74,15,8.7,35,Vicarious Visions,E
Spider-Man 3,Activision,"[""PC"", ""DS"", ""PS2"", ""Wii"", ""PSP"", ""X360"", ""PS3""]",7,2007,Platform,2.3499999999999996,0.63,0.03,0.39999999999999997,3.4,59.857142857142854,191,6.685714285714286,205,Beenox,E10+
Spider-Man: Battle for New York,Activision,"[""DS""]",1,2006,Platform,0.12,0,0,0.01,0.13,68,13,6.9,8,Torus Games,E10+
Spider-Man: Edge of Time,Activision,"[""X360"", ""Wii"", ""PS3"", ""3DS""]",4,2011,Action,0.45,0.17,0,0.06999999999999999,0.6799999999999999,56.75,109,6.4,80,Beenox,T
Spider-Man: Friend or Foe,Activision,"[""X360"", ""PSP"", ""Wii"", ""PS2"", ""PC""]",5,2007,Action,0.8700000000000001,0.02,0,0.09,0.99,59.2,111,6.459999999999999,71,Artificial Mind and Movement,E10+
Spider-Man: Mysterio's Menace,Activision,"[""GBA""]",1,2001,Action,0.43,0.16,0,0.01,0.61,84,8,8.7,11,Vicarious Visions,E
Spider-Man: Shattered Dimensions,Activision,"[""DS"", ""PS3"", ""Wii"", ""X360""]",4,2010,Action,0.79,0.3,0,0.11,1.23,74.5,151,7.449999999999999,213,Beenox,E10+
Spider-Man: The Movie,Activision,"[""XB"", ""PS2"", ""GC""]",3,2002,Action,4.640000000000001,2.06,0.04,0.32,7.07,77,68,7.566666666666666,63,Treyarch,E
Spider-Man: Web of Shadows,Activision,"[""PS3"", ""Wii"", ""DS"", ""PC"", ""PS2"", ""X360""]",6,2008,Action,0.97,0.17,0,0.11,1.24,66,148,7.133333333333334,221,Griptonite Games,E10+
Spirit Camera: The Cursed Memoir,Nintendo,"[""3DS""]",1,2012,Adventure,0.13,0.02,0.06,0.01,0.22,54,35,6.1,28,Tecmo Koei Games,T
SplashDown,Atari,"[""PS2""]",1,2001,Racing,0.34,0.27,0,0.09,0.7,84,22,8.2,11,Rainbow Studios,E
SplashDown: Rides Gone Wild,THQ,"[""PS2""]",1,2003,Racing,0.24,0.19,0,0.06,0.5,80,25,8.7,16,Rainbow Studios,E
Splatoon,Nintendo,"[""WiiU""]",1,2015,Shooter,1.54,1.18,1.46,0.26,4.43,81,88,8.5,1184,Nintendo,E10+
Splatterhouse,Namco Bandai Games,"[""X360"", ""PS3""]",2,2010,Action,0.27,0.05,0,0.03,0.33999999999999997,60.5,100,7.65,127,"Namco Bandai Games America, Namco Bandai Games",M
Split/Second,Disney Interactive Studios,"[""X360"", ""PSP"", ""PC""]",3,2010,Racing,0.4,0.29,0,0.09,0.75,74.66666666666667,112,7.666666666666667,232,Black Rock Studio,E10+
SpongeBob SquarePants: Battle for Bikini Bottom,THQ,"[""XB"", ""PS2"", ""GC""]",3,2003,Platform,2.27,0.74,0,0.19,3.1899999999999995,70.66666666666667,27,8.833333333333334,136,Heavy Iron Studios,E
SpongeBob SquarePants: Creature from the Krusty Krab,THQ,"[""GC"", ""DS"", ""Wii""]",3,2006,Platform,1.14,0.09000000000000001,0,0.09,1.31,62.333333333333336,28,6.866666666666667,23,Blitz Games,E
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,THQ,"[""Wii""]",1,2008,Action,0.49,0,0,0.04,0.53,47,5,5.4,10,Incinerator Games,E
SpongeBob SquarePants: Revenge of the Flying Dutchman,THQ,"[""GBA"", ""GC""]",2,2002,Platform,1.07,0.27,0,0.05,1.39,68.5,8,8,17,Big Sky Software,E
SpongeBob SquarePants: The Yellow Avenger,THQ,"[""DS"", ""PSP""]",2,2005,Action,0.8600000000000001,0.21,0,0.18,1.26,57.5,14,7,23,Tantalus Interactive,E
SpongeBob SquigglePants 3D,THQ,"[""3DS""]",1,2011,Misc,0.13,0.05,0,0.02,0.19,64,8,6,8,WayForward,E
Spore,Electronic Arts,"[""PC""]",1,2008,Strategy,0.03,1.06,0,0.08,1.17,84,75,5.3,1711,Maxis,E10+
Spore Creatures,Electronic Arts,"[""DS""]",1,2008,Simulation,0.66,0.3,0,0.1,1.06,65,20,6.5,21,Griptonite Games,E
Spore Hero,Electronic Arts,"[""Wii""]",1,2009,Simulation,0.35,0.02,0,0.03,0.4,61,23,7.1,36,Maxis,E10+
Spore Hero Arena,Electronic Arts,"[""DS""]",1,2009,Simulation,0.18,0,0,0.01,0.19,49,11,2.6,8,Full Fat,E
Sports Champions,Sony Computer Entertainment,"[""PS3""]",1,2010,Sports,2.13,1.12,0.1,0.5,3.84,76,64,7.9,104,"SCEA, Zindagi Games",E10+
SPRay,Tecmo Koei,"[""Wii""]",1,2008,Action,0.04,0,0,0,0.04,42,16,4.5,6,EKO Software,E10+
Spyborgs,Capcom,"[""Wii""]",1,2009,Action,0.09,0.01,0,0.01,0.11,66,30,6.3,6,Bionic Games,T
Spy Hunter,Midway Games,"[""PS2""]",1,2001,Racing,1.13,0.32,0,0.22,1.67,84,28,7.8,13,Paradigm Entertainment,T
Spy Hunter 2,Midway Games,"[""PS2""]",1,2003,Racing,0.24,0.19,0,0.06,0.49,57,30,6.4,8,Angel Studios,T
Spy Hunter: Nowhere To Run,Midway Games,"[""PS2""]",1,2006,Racing,0.01,0.01,0,0,0.02,51,21,6,6,Terminal Reality,T
Spy Kids 3-D: Game Over,Disney Interactive Studios,"[""GBA""]",1,2003,Platform,0.24,0.09,0,0.01,0.33,62,4,7.7,6,Digital Eclipse,E
Spyro 2: Season of Flame,Vivendi Games,"[""GBA""]",1,2002,Platform,0.85,0.65,0,0.08,1.58,76,18,7.6,13,Digital Eclipse,E
Spyro: A Hero's Tail,Vivendi Games,"[""XB"", ""GC"", ""PS2""]",3,2004,Platform,0.65,0.33999999999999997,0,0.1,1.07,62,46,8.466666666666667,64,Eurocom Entertainment Software,E
Spyro: Attack of the Rhynocs,Universal Interactive,"[""GBA""]",1,2003,Platform,0.22,0.08,0,0.01,0.3,72,13,7.5,15,Digital Eclipse,E
Spyro: Enter the Dragonfly,Universal Interactive,"[""GC"", ""PS2""]",2,2002,Platform,1.29,1.0899999999999999,0,0.30000000000000004,2.6799999999999997,52,33,4.6,119,Check Six Games,E
Spyro Orange: The Cortex Conspiracy,Vivendi Games,"[""GBA""]",1,2004,Action,0.41,0.15,0,0.01,0.57,60,25,7,12,Vicarious Visions,E
Spyro: Season of Ice,Vivendi Games,"[""GBA""]",1,2001,Platform,1.29,0.83,0,0.11,2.23,74,16,8,13,Digital Eclipse,E
Spyro: Shadow Legacy,Vivendi Games,"[""DS""]",1,2005,Action,0.14,0.01,0,0.01,0.16,50,18,5.7,16,Amaze Entertainment,E
Spyro: Year of the Dragon,Sony Computer Entertainment,"[""PS""]",1,2000,Platform,1.93,1.58,0,0.19,3.71,91,15,8.8,207,Insomniac Games,E
Spy vs Spy,Global Star,"[""XB""]",1,2005,Action,0.08,0.02,0,0,0.11,53,34,8,8,Vicious Cycle,T
SSX,Electronic Arts,"[""PS3"", ""PS2"", ""X360""]",3,2000,Sports,1.5099999999999998,1.28,0.08,0.4,3.2699999999999996,85.33333333333333,138,7.166666666666667,329,EA Canada,E
SSX 3,Electronic Arts,"[""GC"", ""PS2"", ""XB""]",3,2003,Sports,1.51,0.6799999999999999,0,0.24000000000000002,2.44,92.33333333333333,95,8.833333333333332,195,EA Canada,E
SSX Blur,Electronic Arts,"[""Wii""]",1,2007,Sports,0.29,0.01,0,0.03,0.33,74,52,8.1,60,EA Montreal,E
SSX On Tour,Electronic Arts,"[""PSP"", ""PS2"", ""XB"", ""GC""]",4,2005,Sports,0.68,0.28,0,0.1,1.06,80,126,7.9,94,EA Canada,E
SSX Tricky,Electronic Arts,"[""GC"", ""PS2"", ""XB""]",3,2001,Sports,1.59,0.86,0,0.25,2.7,89,75,8.666666666666666,100,EA Canada,E
Stacked with Daniel Negreanu,Myelin Media,"[""PS2""]",1,2006,Misc,0.04,0.03,0,0.01,0.07,63,23,5.3,7,5000ft,T
Stake: Fortune Fighters,Metro 3D,"[""XB""]",1,2003,Fighting,0.02,0.01,0,0,0.02,26,8,3.7,6,Gameness Art Software,T
S.T.A.L.K.E.R.: Call of Pripyat,Namco Bandai Games,"[""PC""]",1,2009,Shooter,0,0.05,0,0.01,0.06,80,44,8.7,602,GSC Game World,M
S.T.A.L.K.E.R.: Clear Sky,Deep Silver,"[""PC""]",1,2008,Shooter,0,0.03,0,0.01,0.04,75,47,7.7,478,GSC Game World,M
S.T.A.L.K.E.R.: Shadow of Chernobyl,THQ,"[""PC""]",1,2007,Shooter,0.01,0.04,0,0.01,0.06,82,44,8.4,1088,GSC Game World,M
StarCraft,Activision,"[""PC""]",1,1998,Strategy,0,0.04,0,0.01,0.05,88,15,9.1,813,Blizzard Entertainment,T
StarCraft II: Heart of the Swarm,Activision,"[""PC""]",1,2013,Strategy,0.83,0.66,0,0.18,1.67,86,68,7.9,1346,Blizzard Entertainment,T
StarCraft II: Legacy of the Void,Activision,"[""PC""]",1,2015,Strategy,0.19,0.29,0,0.04,0.53,88,62,8.3,833,Blizzard Entertainment,T
StarCraft II: Wings of Liberty,Activision,"[""PC""]",1,2010,Strategy,2.57,1.68,0,0.58,4.84,93,82,8.2,3052,Blizzard Entertainment,T
Star Fox 64 3D,Nintendo,"[""3DS""]",1,2011,Shooter,0.48,0.27,0.13,0.06,0.94,81,65,8.2,231,Nintendo,E10+
Star Fox Adventures,Nintendo,"[""GC""]",1,2002,Adventure,0.96,0.53,0.3,0.09,1.87,82,39,7.7,145,Rare Ltd.,T
Star Fox: Assault,Nintendo,"[""GC""]",1,2005,Shooter,0.68,0.18,0.19,0.03,1.08,67,59,8.1,106,Namco,T
Star Fox Command,Nintendo,"[""DS""]",1,2006,Shooter,0.38,0.01,0.1,0.04,0.53,76,56,7.3,56,Q-Games,E10+
Star Fox: Zero,Nintendo,"[""WiiU""]",1,2016,Shooter,0.17,0.1,0.07,0.03,0.36,69,82,7.4,662,PlatinumGames,E10+
Starhawk,Sony Computer Entertainment,"[""PS3""]",1,2012,Action,0.18,0.05,0.03,0.03,0.29,77,71,7.8,188,LightBox Interactive,T
Star Ocean: First Departure,Square Enix,"[""PSP""]",1,2007,Role-Playing,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28,TOSE,T
Star Ocean: Second Evolution,Square Enix,"[""PSP""]",1,2008,Role-Playing,0.14,0.01,0.16,0.02,0.34,75,37,7.1,26,TOSE,T
Star Ocean: The Last Hope,Square Enix,"[""X360""]",1,2009,Role-Playing,0.32,0.2,0.21,0.06,0.79,72,56,7.2,150,"Square Enix, Tri-Ace",T
Star Ocean: The Last Hope International,Square Enix,"[""PS3""]",1,2010,Role-Playing,0.28,0.15,0.22,0.07,0.72,74,45,6.7,155,"Square Enix, Tri-Ace",T
Star Ocean: The Second Story,Sony Computer Entertainment,"[""PS""]",1,1998,Role-Playing,0.26,0.1,0.72,0.02,1.1,80,13,8.5,44,Tri-Ace,E
Star Ocean: Till The End of Time,Ubisoft,"[""PS2""]",1,2003,Role-Playing,0.8,0.21,0.55,0.15,1.72,80,55,7.7,134,Tri-Ace,T
Starship Troopers,Empire Interactive,"[""PC""]",1,2005,Shooter,0,0.02,0,0,0.02,46,18,6.1,29,Strangelite,M
Star Trek: Conquest,Bethesda Softworks,"[""PS2"", ""Wii""]",2,2007,Strategy,0.16999999999999998,0.05,0,0.02,0.22999999999999998,51.5,33,7,21,4J Studios,E
Star Trek: Legacy,Ubisoft,"[""X360"", ""PC""]",2,2006,Simulation,0.14,0.03,0,0.01,0.19999999999999998,60,66,4.75,77,Mad Doc Software,E10+
Star Trek Online,Atari,"[""PC""]",1,2010,Role-Playing,0,0.02,0,0,0.02,66,34,6.2,694,Cryptic Studios,T
Star Trek: Shattered Universe,Global Star,"[""PS2"", ""XB""]",2,2004,Simulation,0.08,0.05,0,0.01,0.14,41.5,40,6.15,28,Starsphere Interactive,E
Star Trek: Tactical Assault,Ubisoft,"[""PSP"", ""DS""]",2,2006,Strategy,0.07,0.01,0,0,0.09,63.5,30,7.45,20,Quicksilver Software,E
Star Trek: Voyager Elite Force,Codemasters,"[""PS2""]",1,2001,Shooter,0.07,0.06,0,0.02,0.15,52,12,6.4,5,Pipe Dream Interactive,T
Star Wars: Battlefront,Activision,"[""PS2"", ""PC"", ""XB""]",3,2004,Shooter,3.24,1.8,0.03,0.53,5.57,78,110,7.099999999999999,1708,EA DICE,T
Star Wars Battlefront: Elite Squadron,LucasArts,"[""DS"", ""PSP""]",2,2009,Shooter,0.8,0.26,0,0.19,1.25,62,37,6.5,49,n-Space,E10+
Star Wars: Battlefront II,Activision,"[""PS2"", ""PSP"", ""PC"", ""XB""]",4,2005,Shooter,4.470000000000001,1.5900000000000003,0.04,0.55,6.64,78.5,115,8.8,916,Pandemic Studios,T
Star Wars Battlefront: Renegade Squadron,LucasArts,"[""PSP""]",1,2007,Shooter,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion,T
Star Wars: Bounty Hunter,LucasArts,"[""GC"", ""PS2""]",2,2002,Shooter,0.73,0.47,0,0.15000000000000002,1.35,66,52,7.95,49,LucasArts,T
Star Wars: Demolition,Activision,"[""PS""]",1,2000,Racing,0.25,0.17,0,0.03,0.46,63,11,6.5,6,"Luxoflux, Inc.",T
Star Wars: Empire at War,LucasArts,"[""PC""]",1,2006,Strategy,0.01,0.06,0,0.01,0.08,79,45,8.4,240,Petroglyph,T
Star Wars: Empire at War - Forces of Corruption,LucasArts,"[""PC""]",1,2006,Strategy,0,0.02,0,0,0.02,75,25,8.6,79,Petroglyph,T
Star Wars Episode II: Attack of the Clones,THQ,"[""GBA""]",1,2002,Action,0.55,0.2,0,0.01,0.77,38,14,5,6,David A. Palmer Productions,E
Star Wars Episode III: Revenge of the Sith,Activision,"[""DS"", ""XB"", ""GBA"", ""PS2""]",4,2005,Action,3.0599999999999996,1.99,0.03,0.5,5.58,66.75,113,7.6499999999999995,167,Double Helix Games,E10+
Star Wars: Flight of the Falcon,THQ,"[""GBA""]",1,2003,Action,0.25,0.09,0,0.01,0.35,39,13,5.8,11,Pocket Studios,E
Star Wars Jedi Knight II: Jedi Outcast,Activision,"[""XB"", ""GC""]",2,2002,Shooter,0.41000000000000003,0.12000000000000001,0,0.02,0.54,78,41,7.3,34,Vicarious Visions,T
Star Wars Jedi Knight: Jedi Academy,Activision,"[""XB"", ""PC""]",2,2003,Shooter,0.34,0.13,0,0.02,0.48,78.5,64,8.649999999999999,323,Raven Software,T
Star Wars: Jedi Starfighter,Activision,"[""PS2"", ""XB""]",2,2002,Simulation,0.59,0.26,0,0.08,0.94,79.5,44,6.75,13,LucasArts,T
Star Wars: Knights of the Old Republic,Activision,"[""PC"", ""XB""]",2,2003,Role-Playing,1.69,0.54,0,0.1,2.33,93.5,105,9.1,1814,BioWare,T
Star Wars Knights of the Old Republic II: The Sith Lords,Activision,"[""XB""]",1,2004,Role-Playing,0.99,0.33,0,0.05,1.37,86,67,8.6,140,Obsidian Entertainment,T
Star Wars: Lethal Alliance,Ubisoft,"[""PSP""]",1,2006,Action,0.11,0.01,0,0.01,0.13,61,31,7,7,Ubisoft Montreal,T
Star Wars: Obi-Wan,Activision,"[""XB""]",1,2001,Action,0.52,0.16,0,0.02,0.7,58,28,5.9,14,LucasArts,T
