name,publisher,platforms,num_platforms,year_released,genre,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,developer,rating
Sega GT,Sega,"[""DC""]",1,2000,Racing,0,0,0.13,0,0.13,84,25,7.7,11,TOSE,E
Sega GT 2002,Sega,"[""XB""]",1,2002,Racing,0.12,0.03,0.03,0.01,0.19,82,24,8.2,24,Wow Entertainment,E
Sega GT Online,Sega,"[""XB""]",1,2003,Racing,0.06,0.02,0,0,0.08,72,32,9.2,5,Wow Entertainment,T
Sega Rally Revo,Sega,"[""PS3"", ""PC"", ""X360"", ""PSP""]",4,2007,Racing,0.22,0.86,0,0.26,1.34,75,105,7.25,77,Bugbear,E
Sega Soccer Slam,Sega,"[""GC"", ""XB""]",2,2002,Sports,0.09,0.02,0,0,0.12000000000000001,82,37,8.1,17,Black Box,E
Sega Superstars,Sega,"[""PS2""]",1,2004,Misc,0.08,0.06,0,0.02,0.17,72,28,7,5,Sonic Team,T
Sega Superstars Tennis,Sega,"[""Wii"", ""X360"", ""PS3"", ""PS2""]",4,2008,Sports,2.2600000000000002,1.71,0,0.76,4.720000000000001,68.75,109,7.375000000000001,45,Sumo Digital,E10+
Self-Defense Training Camp,Ubisoft,"[""X360""]",1,2011,Sports,0.08,0.03,0,0.01,0.12,21,5,5,25,Ubisoft,T
Sengoku,Paradox Interactive,"[""PC""]",1,2011,Strategy,0,0.01,0,0,0.01,70,13,6.8,86,Paradox Development Studio,T
Sengoku Basara: Samurai Heroes,Capcom,"[""PS3"", ""Wii""]",2,2010,Action,0.23,0.05,0.6000000000000001,0.03,0.9299999999999999,63,55,8.350000000000001,42,Capcom,T
Senran Kagura 2: Deep Crimson ,Marvelous Entertainment,"[""3DS""]",1,2014,Action,0.1,0.02,0.08,0.01,0.22,58,28,6.8,56,Tamsoft,M
Senran Kagura: Estival Versus,Marvelous Interactive,"[""PSV"", ""PS4""]",2,2015,Action,0.12,0.02,0.16999999999999998,0.04,0.36,69,29,7.7,130,Marvelous Inc.,M
Serious Sam,Take-Two Interactive,"[""XB""]",1,2002,Shooter,0.11,0.03,0,0.01,0.15,75,22,8.2,16,Croteam,M
Serious Sam 3: BFE,Mastertronic,"[""PC""]",1,2011,Shooter,0.01,0.05,0,0.01,0.08,72,53,8.2,586,Croteam,
Serious Sam Advance,Global Star,"[""GBA""]",1,2004,Shooter,0.02,0.01,0,0,0.02,51,9,7.2,10,Climax Group,M
Serious Sam II,Take-Two Interactive,"[""XB"", ""PC""]",2,2005,Shooter,0.05,0.02,0,0,0.06999999999999999,73,65,6.85,163,Croteam,M
Serious Sam: Next Encounter,Global Star,"[""PS2"", ""GC""]",2,2004,Shooter,0.06,0.03,0,0.01,0.09000000000000001,67,45,8.1,26,Climax Group,M
Sesame Street: Once Upon A Monster,Warner Bros. Interactive Entertainment,"[""X360""]",1,2011,Misc,0.39,0.09,0,0.04,0.52,79,26,6.9,22,Double Fine Productions,E
Seven Samurai 20XX,Sega,"[""PS2""]",1,2004,Action,0.04,0.03,0,0.01,0.08,52,31,7,6,Dimps Corporation,T
Shadow Hearts,Midway Games,"[""PS2""]",1,2001,Role-Playing,0.09,0.07,0.1,0.02,0.28,73,24,8.8,55,Sacnoth,M
Shadow Hearts: Covenant,Midway Games,"[""PS2""]",1,2004,Role-Playing,0.12,0.09,0,0.03,0.24,85,49,9.1,54,Nautilus,T
Shadow Hearts: From The New World,Ghostlight,"[""PS2""]",1,2005,Role-Playing,0.07,0.06,0,0.02,0.14,76,42,8.2,33,Nautilus,T
Shadow Man: 2econd Coming,Acclaim Entertainment,"[""PS2""]",1,2002,Adventure,0.08,0.06,0,0.02,0.16,68,24,7.6,8,Acclaim,M
Shadow of Destiny,Konami Digital Entertainment,"[""PS2"", ""PSP""]",2,2001,Adventure,0.16999999999999998,0.07,0.03,0.03,0.3,66,24,8.2,24,Konami,T
Shadow of Rome,Capcom,"[""PS2""]",1,2005,Action,0.13,0.1,0,0.03,0.27,75,52,8.3,62,Capcom,M
Shadow of the Colossus,Sony Computer Entertainment,"[""PS2""]",1,2005,Action,0.78,0.03,0.2,0.13,1.14,91,77,9.1,933,SCE Japan Studio,T
Shadow Ops: Red Mercury,Atari,"[""XB""]",1,2004,Shooter,0.11,0.03,0,0.01,0.15,61,45,6.1,14,Zombie,T
Shadowrun,Microsoft Game Studios,"[""X360""]",1,2007,Role-Playing,0.41,0.02,0,0.04,0.47,66,57,7.5,156,FASA Studio,M
Shadows of the Damned,Electronic Arts,"[""X360"", ""PS3""]",2,2011,Action,0.21000000000000002,0.15,0.05,0.05,0.46,76.5,132,8.25,263,Grasshopper Manufacture,M
Shadow The Hedgehog,Sega,"[""GC"", ""PS2"", ""XB""]",3,2005,Platform,1.3900000000000001,0.26,0,0.12,1.7699999999999998,48.333333333333336,74,6.033333333333334,293,Sega,E10+
Shaman King: Power of Spirit,Konami Digital Entertainment,"[""PS2""]",1,2004,Adventure,0.06,0.05,0,0.02,0.13,54,9,8.2,17,WinkySoft,T
Shantae and the Pirate's Curse,Rising Star Games,"[""3DS""]",1,2015,Platform,0.01,0,0.03,0,0.04,82,18,8.5,86,WayForward,E10+
Shape Up,Ubisoft,"[""XOne""]",1,2014,Misc,0.08,0.09,0,0.01,0.18,58,6,8.3,28,Ubisoft Montreal,E
Shark Tale,Activision,"[""GBA"", ""PS2""]",2,2004,Action,0.86,0.47,0,0.11,1.4300000000000002,66,38,7.75,10,Edge of Reality,E
Shattered Union,Take-Two Interactive,"[""XB""]",1,2005,Strategy,0.03,0.01,0,0,0.04,66,17,6.9,7,PopTop Software,T
Shaun Palmer's Pro Snowboarder,Codemasters,"[""PS2""]",1,2001,Sports,0.36,0.28,0,0.09,0.73,64,17,8.7,13,Dearsoft,E
Shaun White Skateboarding,Ubisoft,"[""PS3"", ""X360""]",2,2010,Sports,0.21000000000000002,0.1,0,0.04,0.35,61,60,5.9,15,Ubisoft Montreal,T
Shaun White Snowboarding,Ubisoft,"[""PSP"", ""X360"", ""PS3""]",3,2008,Sports,1.05,0.51,0.01,0.21000000000000002,1.7800000000000002,64.33333333333333,83,7.133333333333333,55,Ubisoft,E10+
Shaun White Snowboarding: Road Trip,Ubisoft,"[""Wii""]",1,2008,Sports,0.93,0.56,0,0.16,1.66,78,28,8.7,22,Ubisoft,E10+
Shaun White Snowboarding: World Stage,Ubisoft,"[""Wii""]",1,2009,Sports,0.24,0.03,0,0.02,0.29,72,33,8.7,30,Ubisoft,E
ShellShock 2: Blood Trails,Eidos Interactive,"[""X360"", ""PS3""]",2,2009,Shooter,0.09,0.06,0,0.02,0.16999999999999998,32.5,39,5.35,60,Rebellion,M
Shellshock: Nam '67,Eidos Interactive,"[""XB""]",1,2004,Shooter,0.16,0.05,0,0.01,0.22,58,37,7,14,Guerrilla,M
Shenmue,Sega,"[""DC""]",1,1999,Adventure,0.52,0.24,0.38,0.04,1.18,88,9,9.4,201,Sega AM2,T
Shenmue II,Microsoft Game Studios,"[""XB"", ""DC""]",2,2001,Adventure,0.22,0.08,0.15,0.01,0.47,84,40,9.350000000000001,297,Sega AM2,T
Sherlock Holmes: The Devil's Daughter,Bigben Interactive,"[""PS4"", ""PC""]",2,2016,Adventure,0.01,0.01,0,0,0.02,67.5,45,7.05,136,Frogwares,T
Sherlock Holmes: The Mystery of the Mummy,Focus Home Interactive,"[""DS""]",1,2009,Adventure,0.06,0.3,0,0.04,0.39,57,8,3.1,9,"Frogwares, Mistic Software",E
Sherlock Holmes vs. Jack the Ripper,Focus Home Interactive,"[""X360""]",1,2009,Adventure,0.11,0.03,0,0.01,0.16,62,24,6.8,14,Frogwares,T
Shifters,3DO,"[""PS2""]",1,2002,Adventure,0.03,0.02,0,0.01,0.05,37,12,5.9,8,3DO,T
Shining Force EXA,Sega,"[""PS2""]",1,2007,Role-Playing,0,0,0.1,0,0.1,64,24,7.3,17,Neverland,E10+
Shining Force NEO,Sega,"[""PS2""]",1,2005,Role-Playing,0.06,0.04,0,0.01,0.11,69,12,8.1,20,Neverland,T
Shining Force: Resurrection of the Dark Dragon,THQ,"[""GBA""]",1,2004,Role-Playing,0.06,0.02,0,0,0.08,77,20,8.8,15,Amusement Vision,T
Shining Soul,Atari,"[""GBA""]",1,2002,Role-Playing,0.03,0.01,0.09,0,0.14,58,13,8.5,8,Next Entertainment,E
Shining Soul II,THQ,"[""GBA""]",1,2003,Role-Playing,0.06,0.02,0,0,0.08,74,18,8.3,9,Grasshopper Manufacture,E
Shining Tears,Sega,"[""PS2""]",1,2004,Role-Playing,0.05,0.04,0,0.01,0.09,61,14,6.5,11,Nex Entertainment,T
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Atlus,"[""PS2""]",1,2008,Role-Playing,0.07,0.05,0,0.02,0.13,79,23,8.7,26,Atlus Co.,M
Shin Megami Tensei: Devil Survivor,Atlus,"[""DS""]",1,2009,Role-Playing,0.13,0,0.12,0.01,0.26,84,28,8.8,79,Atlus,T
Shin Megami Tensei: Devil Survivor 2,Ghostlight,"[""DS""]",1,2011,Role-Playing,0.16,0.01,0.12,0.01,0.31,79,21,8.8,45,Atlus,T
Shin Megami Tensei: Devil Survivor Overclocked,Ghostlight,"[""3DS""]",1,2011,Role-Playing,0.28,0.01,0.06,0.03,0.38,78,27,8.2,97,Atlus,T
Shin Megami Tensei: Digital Devil Saga,Ghostlight,"[""PS2""]",1,2004,Role-Playing,0.06,0.05,0,0.02,0.13,78,42,8.2,48,Atlus Co.,M
Shin Megami Tensei: Digital Devil Saga 2,Ghostlight,"[""PS2""]",1,2005,Role-Playing,0.04,0.03,0,0.01,0.08,82,38,7.9,38,Atlus Co.,M
Shin Megami Tensei IV,Atlus,"[""3DS""]",1,2013,Role-Playing,0.28,0,0.27,0.03,0.58,83,48,8.3,251,Atlus,M
Shin Megami Tensei: Nocturne,Ghostlight,"[""PS2""]",1,2003,Role-Playing,0.07,0.05,0.25,0.02,0.38,82,42,8.7,83,Atlus Co.,M
Shin Megami Tensei: Persona,Atlus,"[""PSP""]",1,2009,Role-Playing,0.08,0,0.13,0.01,0.22,78,30,8,47,ITL,T
Shin Megami Tensei: Persona 3,Tecmo Koei,"[""PS2""]",1,2006,Role-Playing,0.22,0.03,0,0.2,0.45,86,52,8.4,116,Atlus Co.,M
Shin Megami Tensei: Persona 3 FES,Tecmo Koei,"[""PS2""]",1,2007,Role-Playing,0.22,0.2,0.16,0.05,0.63,89,25,8.3,296,Atlus Co.,M
Shin Megami Tensei: Persona 3 Portable,Ghostlight,"[""PSP""]",1,2009,Role-Playing,0.18,0.06,0.34,0.05,0.63,89,40,8.3,317,Atlus,M
Shin Megami Tensei: Persona 4,Atlus,"[""PS2""]",1,2008,Role-Playing,0.34,0.04,0.36,0.08,0.82,90,47,8.9,634,Atlus Co.,M
Shin Megami Tensei: Strange Journey,Atlus,"[""DS""]",1,2009,Role-Playing,0.13,0,0.14,0.01,0.28,80,26,8.7,69,Atlus,M
Shinobi,Sega,"[""PS2"", ""3DS""]",2,2002,Platform,0.5,0.35000000000000003,0.22,0.11,1.18,70,66,7.6,76,Griptonite Games,M
Ship Simulator 2008,Lighthouse Interactive,"[""PC""]",1,2007,Simulation,0,0.01,0,0,0.01,62,9,6.6,8,VSTEP,E
Ship Simulator Extremes,Paradox Interactive,"[""PC""]",1,2010,Simulation,0,0.04,0,0.01,0.05,49,5,6.2,27,VSTEP,E
Shiren the Wanderer,Sega,"[""Wii""]",1,2008,Role-Playing,0.08,0,0.11,0.01,0.19,71,21,7.6,5,ChunSoft,T
Shovel Knight,Yacht Club Games,"[""PS4"", ""WiiU"", ""3DS""]",3,2015,Platform,0.16,0.11000000000000001,0.02,0.03,0.32,89.33333333333333,51,8.033333333333333,817,Yacht Club Games,E
Showdown: Legends of Wrestling,Acclaim Entertainment,"[""PS2""]",1,2004,Fighting,0.15,0.11,0,0.04,0.3,55,24,6.1,7,Acclaim,T
Showtime Championship Boxing,Zoo Digital Publishing,"[""Wii""]",1,2007,Fighting,0.06,0,0,0,0.06,35,7,4.7,10,Nikitova Games,E10+
Shrek,TDK Mediactive,"[""XB""]",1,2001,Platform,0.25,0.1,0,0.01,0.36,49,19,5.4,9,Digital Illusions,T
Shrek 2,Activision,"[""PS2"", ""XB"", ""GC""]",3,2004,Platform,2.25,1.08,0.04,0.07,3.43,71,88,7.766666666666666,43,"Luxoflux, Inc.",E
Shrek Extra Large,TDK Mediactive,"[""GC""]",1,2002,Platform,0.13,0.03,0,0,0.17,36,6,5.6,23,Digital Illusions,T
Shrek: Forever After,Activision,"[""X360"", ""PS3""]",2,2010,Platform,0.26,0.02,0,0.03,0.3,59.5,33,5.35,15,Xpec,E10+
Shrek: Hassle at the Castle,TDK Mediactive,"[""GBA""]",1,2002,Action,0.47,0.17,0,0.01,0.66,71,7,7.4,5,TOSE,E
Shrek Super Party,TDK Mediactive,"[""XB"", ""PS2"", ""GC""]",3,2002,Misc,0.28,0.15000000000000002,0,0.04,0.47,34.333333333333336,19,6.8,35,Mass Media,E
Shrek SuperSlam,Activision,"[""PS2"", ""XB"", ""GC""]",3,2005,Action,0.48,0.25,0,0.06999999999999999,0.8099999999999999,69.33333333333333,52,8.700000000000001,36,Shaba Games,E10+
Shrek Swamp Kart Speedway,TDK Mediactive,"[""GBA""]",1,2002,Racing,0.22,0.08,0,0.01,0.3,27,5,8.9,19,Prolific,E
Shrek the Third,Activision,"[""PS2"", ""Wii"", ""DS""]",3,2007,Action,0.91,0.04,0,0.11000000000000001,1.06,61,62,6.433333333333334,20,Amaze Entertainment,E
Sid Meier's Civilization: Beyond Earth,Take-Two Interactive,"[""PC""]",1,2014,Strategy,0.11,0.22,0,0.03,0.36,81,78,5.5,1027,Firaxis Games,E10+
Sid Meier's Civilization IV,Take-Two Interactive,"[""PC""]",1,2005,Strategy,0.02,0.12,0,0.03,0.16,94,50,8.3,909,Firaxis Games,E10+
Sid Meier's Civilization Revolution,Take-Two Interactive,"[""X360"", ""DS"", ""PS3""]",3,2008,Strategy,1.44,0.39,0.03,0.19,2.05,83,120,7.733333333333333,279,Firaxis Games,E10+
Sid Meier's Civilization V,Take-Two Interactive,"[""PC""]",1,2010,Strategy,0.98,0.52,0,0.17,1.68,90,70,7.9,2280,Firaxis Games,E10+
Sid Meier's Civilization VI,Take-Two Interactive,"[""PC""]",1,2016,Strategy,0.09,0.13,0,0.02,0.25,88,81,7.3,684,Firaxis Games,E10+
Sigma Star Saga,Atari,"[""GBA""]",1,2005,Role-Playing,0.04,0.01,0,0,0.05,68,34,8.2,6,WayForward,E10+
Silent Hill,Konami Digital Entertainment,"[""PS""]",1,1999,Action,0.71,0.48,0.3,0.1,1.6,86,17,9.2,326,KCET,M
Silent Hill 2,Konami Digital Entertainment,"[""PS2""]",1,2001,Action,0.62,0.49,0,0.16,1.28,89,34,8.9,557,KCET,M
Silent Hill 2: Restless Dreams,Konami Digital Entertainment,"[""XB""]",1,2001,Action,0.21,0.06,0,0.01,0.28,84,23,8.3,39,KCET,M
Silent Hill 3,Konami Digital Entertainment,"[""PS2""]",1,2003,Action,0.35,0.27,0,0.09,0.71,85,41,8.8,315,KCET,M
Silent Hill 4: The Room,Konami Digital Entertainment,"[""PS2"", ""XB""]",2,2004,Action,0.39,0.23,0,0.06999999999999999,0.69,76,97,8.05,217,KCET,M
Silent Hill: Book of Memories,Konami Digital Entertainment,"[""PSV""]",1,2012,Action,0.1,0.05,0,0.04,0.2,58,57,5.1,102,WayForward,M
Silent Hill: Downpour,Konami Digital Entertainment,"[""PS3"", ""X360""]",2,2012,Action,0.43,0.22999999999999998,0.04,0.08,0.78,66,79,7.1,531,Konami,M
Silent Hill HD Collection,Konami Digital Entertainment,"[""X360"", ""PS3""]",2,2012,Action,0.26,0.16,0.04,0.06,0.51,69.5,50,5.199999999999999,234,Hijinx Studios,M
Silent Hill: Homecoming,Konami Digital Entertainment,"[""X360"", ""PS3""]",2,,Action,0.43,0.29000000000000004,0,0.1,0.8300000000000001,70.5,95,6.9,323,Double Helix Games,M
Silent Hill: Origins,Konami Digital Entertainment,"[""PSP"", ""PS2""]",2,2007,Action,0.25,0.18,0.04,0.11,0.5900000000000001,74,61,7.6,166,Climax Group,M
Silent Hill: Shattered Memories,Konami Digital Entertainment,"[""PS2"", ""Wii"", ""PSP""]",3,2009,Action,0.43999999999999995,0.54,0.03,0.35000000000000003,1.36,76.33333333333333,92,7.433333333333334,351,Climax Group,M
Silent Hunter 5: Battle of the Atlantic,Ubisoft,"[""PC""]",1,2010,Simulation,0,0.21,0,0.05,0.25,62,26,3.5,104,Ubisoft Romania,T
Silent Hunter III,Ubisoft,"[""PC""]",1,2005,Simulation,0,0.07,0,0.01,0.08,90,23,7.9,95,Ubisoft,T
Silent Hunter: Wolves of the Pacific,Ubisoft,"[""PC""]",1,2007,Simulation,0,0.04,0,0.01,0.05,79,22,6.9,40,Ubisoft Romania,T
Silent Scope,Konami Digital Entertainment,"[""GBA""]",1,2002,Shooter,0.02,0.01,0,0,0.03,70,5,8,5,Now Production,T
Silent Scope Complete,Konami Digital Entertainment,"[""XB""]",1,2004,Shooter,0.07,0.02,0,0,0.1,69,25,7.4,5,Konami,M
Silhouette Mirage,ESP,"[""PS""]",1,1998,Platform,0.03,0.02,0,0,0.05,69,8,7.5,4,Treasure,E
Silpheed: The Lost Planet,Swing! Entertainment,"[""PS2""]",1,2000,Shooter,0.03,0.03,0,0.01,0.07,72,12,7.5,4,Treasure,T
SimAnimals,Electronic Arts,"[""DS"", ""Wii""]",2,2009,Simulation,0.4,0.33,0,0.08,0.8300000000000001,64,23,4.8,39,Electronic Arts,E
SimCity,Maxis,"[""PC""]",1,1988,Simulation,0,0.02,0,0.01,0.03,64,75,2.2,4572,Maxis,E10+
SimCity 2000,Zoo Digital Publishing,"[""GBA""]",1,2003,Simulation,0.08,0.03,0,0,0.11,62,9,7.8,11,Full-Fat,E
SimCity (2013),Electronic Arts,"[""PC""]",1,2013,Simulation,0.48,0.77,0,0.17,1.42,64,75,2.2,4572,Maxis,E10+
SimCity 4,Electronic Arts,"[""PC""]",1,2003,Simulation,0.01,0.24,0,0.03,0.29,84,36,8.7,268,Maxis,E
SimCity Creator,Electronic Arts,"[""DS"", ""Wii""]",2,2008,Simulation,0.6499999999999999,0.04,0.04,0.07,0.8,68,33,7.05,21,Electronic Arts,E
SimCity DS,Electronic Arts,"[""DS""]",1,2007,Simulation,0.33,0.02,0.21,0.03,0.6,69,27,6.3,18,Aki Corp.,E
SimCity Societies,Electronic Arts,"[""PC""]",1,2007,Simulation,0,0.02,0,0,0.02,63,27,4.3,95,Tilted Mill,E10+
Sing Party,Nintendo,"[""WiiU""]",1,2012,Misc,0.13,0.12,0,0.02,0.27,60,21,5.4,18,FreeStyleGames,E10+
SingStar,Sony Computer Entertainment,"[""PS3""]",1,2007,Misc,0.45,0.56,0,0.12,1.13,82,48,5.9,15,SCEE London Studio,T
SingStar '80s,Sony Computer Entertainment,"[""PS2""]",1,2005,Misc,0.27,0.02,0,1.02,1.3,78,22,8.3,6,SCEA,T
SingStar Abba,Sony Computer Entertainment,"[""PS3""]",1,2008,Misc,0.27,0.5,0,0.16,0.93,70,26,5.5,4,SCEE London Studio,T
SingStar Dance,Sony Computer Entertainment,"[""PS3""]",1,2010,Misc,0.09,0.31,0,0.11,0.52,65,21,3.9,8,SCEE London Studio,T
SingStar Pop,Sony Computer Entertainment,"[""PS2""]",1,2007,Misc,0.04,1.08,0,0.32,1.44,73,13,7.5,8,SCEE London Studio,E10+
Singstar: Ultimate Party,Sony Computer Entertainment Europe,"[""PS4""]",1,2014,Misc,0,0.16,0,0.03,0.19,47,19,4.1,18,SCEE,
Singularity,Mastertronic,"[""X360"", ""PC"", ""PS3""]",3,2010,Shooter,0.41000000000000003,0.13,0.01,0.06,0.61,76.33333333333333,154,7.7,595,Raven Software,M
Sins of a Solar Empire,Pinnacle,"[""PC""]",1,2008,Strategy,0,0.02,0,0,0.03,87,52,8.2,275,Ironclad Games,T
Siren,Sony Computer Entertainment,"[""PS2""]",1,2003,Adventure,0.09,0.07,0,0.02,0.18,72,48,7.8,41,SCE Japan Studio,M
Siren: Blood Curse,Sony Computer Entertainment,"[""PS3""]",1,2008,Action,0,0.17,0.09,0.01,0.27,78,42,8.1,87,SCE Japan Studio,M
Six Flags Fun Park,Brash Entertainment,"[""DS"", ""Wii""]",2,2008,Misc,0.44000000000000006,0.09,0,0.05,0.5800000000000001,38.5,11,7.05,11,7 Studios,E
Skate,Electronic Arts,"[""X360"", ""PS3""]",2,2007,Sports,0.9099999999999999,0.07,0,0.09,1.08,85.5,90,8.3,194,EA Black Box,T
Skate 2,Electronic Arts,"[""X360"", ""PS3""]",2,2009,Sports,1.28,0.42000000000000004,0.02,0.21,1.9300000000000002,84,120,7.9,125,EA Black Box,T
Skate 3,Electronic Arts,"[""X360"", ""PS3""]",2,2010,Sports,2.26,1.81,0,0.56,4.609999999999999,80,111,7.8,209,EA Black Box,T
Skate it,Electronic Arts,"[""DS"", ""Wii""]",2,2008,Sports,0.64,0.05,0,0.05,0.75,71,50,8.1,37,Electronic Arts,E
Skies of Arcadia,Sega,"[""DC""]",1,2000,Role-Playing,0,0,0.09,0,0.09,93,21,9.4,98,Overworks,T
Skies of Arcadia Legends,Atari,"[""GC""]",1,2002,Role-Playing,0.17,0.04,0,0.01,0.22,84,31,9.2,95,Overworks,T
Skylanders Giants,Activision,"[""Wii"", ""3DS"", ""X360"", ""WiiU"", ""PS3""]",5,2012,Action,2.93,1.89,0,0.56,5.390000000000001,74.8,81,6.36,111,n-Space,E10+
Skylanders Imaginators,Activision,"[""XOne"", ""PS4""]",2,2016,Platform,0.09,0.12,0,0.03,0.24000000000000002,79,61,5.75,25,Toys for Bob,E10+
Skylanders: Spyro's Adventure,Activision,"[""3DS"", ""X360"", ""PS3"", ""Wii""]",4,2011,Action,2.5900000000000003,2.06,0,0.6100000000000001,5.26,79.5,72,5.125,188,Toys for Bob,E10+
Skylanders: SuperChargers,Activision,"[""XOne"", ""WiiU"", ""PS4""]",3,2015,Action,0.5900000000000001,0.32,0,0.11,1.03,81.33333333333333,79,4.8,111,Vicarious Visions,E10+
Skylanders SWAP Force,Activision,"[""3DS"", ""PS4"", ""WiiU"", ""PS3"", ""X360""]",5,2013,Platform,1.9700000000000002,1.1500000000000001,0,0.42000000000000004,3.55,80.4,94,5.720000000000001,232,n-Space,E10+
Skylanders: Trap Team,Activision,"[""PS4"", ""WiiU""]",2,2014,Action,0.5700000000000001,0.44,0,0.13,1.14,82,50,6.35,50,Toys for Bob,E10+
Sky Odyssey,Sony Computer Entertainment,"[""PS2""]",1,2000,Simulation,0.16,0.12,0,0.04,0.32,79,18,8.4,9,CAProduction,E
S.L.A.I.: Steel Lancer Arena International,Konami Digital Entertainment,"[""PS2""]",1,2005,Simulation,0.01,0.01,0,0,0.03,66,16,7.8,10,Genki,T
Sled Storm,Electronic Arts,"[""PS2""]",1,2002,Racing,0.22,0.17,0,0.06,0.45,73,22,7.7,6,Electronic Arts,T
Sleeping Dogs,Square Enix,"[""PC"", ""X360"", ""PS3""]",3,2012,Action,0.75,0.94,0.060000000000000005,0.28,2.0300000000000002,81.33333333333333,110,7.933333333333334,2322,United Front Games,M
Sly 2: Band of Thieves,Sony Computer Entertainment,"[""PS2""]",1,2004,Platform,0.88,0.69,0,0.23,1.81,88,64,9,178,Sucker Punch,E
Sly 3: Honor Among Thieves,Sony Computer Entertainment,"[""PS2""]",1,2005,Platform,0.69,0.03,0,0.11,0.83,83,59,8.8,130,Sucker Punch,E10+
Sly Cooper and the Thievius Raccoonus,Sony Computer Entertainment,"[""PS2""]",1,2002,Platform,1.03,0.14,0,0.04,1.21,86,41,8.6,184,Sucker Punch,E
Sly Cooper: Thieves in Time,Sony Computer Entertainment Europe,"[""PSV"", ""PS3""]",2,2013,Platform,0.48,0.18,0,0.14,0.79,75,84,8.25,491,Sanzaru Games,E10+
Smart Bomb,Eidos Interactive,"[""PSP""]",1,2005,Puzzle,0.07,0,0,0.01,0.08,45,19,5.4,5,Core Design Ltd.,E10+
Smarty Pants,Electronic Arts,"[""Wii""]",1,2007,Misc,0.52,0.75,0,0.16,1.43,65,26,7.6,10,Planet Moon Studios,E
Smash Cars,Metro 3D,"[""PS2""]",1,2003,Racing,0.06,0.04,0,0.01,0.11,67,15,9,5,Creat Studios,E
Smash Court Tennis 3,Namco Bandai Games,"[""PSP""]",1,2007,Sports,0.01,0.01,0.01,0.01,0.04,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E
Smash Court Tennis Pro Tournament,Sony Computer Entertainment,"[""PS2""]",1,2002,Sports,0.08,0.07,0,0.02,0.17,73,15,7.4,10,Namco,E
Smash Court Tennis Pro Tournament 2,Sony Computer Entertainment,"[""PS2""]",1,2004,Sports,0.06,0.05,0,0.02,0.13,74,41,9.1,12,Namco,E
Smashing Drive,Unknown,"[""GC""]",1,,Racing,0.06,0.01,0,0,0.07,47,18,5.2,6,Point of View,T
Smuggler's Run,Rebellion,"[""PS2"", ""GBA""]",2,2000,Racing,0.78,0.6,0,0.2,1.57,60,26,5.55,30,Destination Software,E
Smuggler's Run: Warzones,Take-Two Interactive,"[""GC""]",1,2002,Misc,0.06,0.02,0,0,0.08,79,23,6.9,11,Rockstar San Diego,T
Sneakers,Microsoft Game Studios,"[""XB""]",1,2002,Puzzle,0.07,0.02,0,0,0.1,28,13,4.6,8,Media Vision,E
Sniper: Art of Victory,City Interactive,"[""PC""]",1,2008,Shooter,0,0.45,0,0.03,0.49,36,7,3.6,16,City Interactive,M
Sniper Elite,MC2 Entertainment,"[""PC"", ""XB"", ""PS2""]",3,2005,Shooter,0.17,0.1,0,0.02,0.3,76.33333333333333,59,8.466666666666667,189,Rebellion,M
Sniper Elite 3,505 Games,"[""XOne"", ""PS4""]",2,2014,Shooter,0.44,0.45,0,0.14,1.03,65,53,6.85,246,Rebellion,M
Sniper Elite V2,505 Games,"[""X360"", ""PS3"", ""WiiU""]",3,2012,Shooter,0.8400000000000001,0.68,0.08,0.21000000000000002,1.8199999999999998,65,63,6.5,253,Rebellion,M
Sniper: Ghost Warrior,City Interactive,"[""PC"", ""PS3"", ""X360""]",3,2010,Shooter,0.81,0.97,0.04,0.28,2.11,51,79,5.766666666666667,390,City Interactive,M
Sniper: Ghost Warrior 2,City Interactive,"[""PC"", ""PS3"", ""X360""]",3,2013,Shooter,0.13,0.35,0.03,0.1,0.6100000000000001,52,72,5.833333333333333,512,City Interactive,M
SNK Arcade Classics Vol. 1,Ignition Entertainment,"[""Wii""]",1,2008,Misc,0.06,0,0,0,0.07,73,18,8,4,SNK Playmore,T
SNK vs. Capcom Card Fighters DS,Ignition Entertainment,"[""DS""]",1,2006,Strategy,0.09,0,0,0.01,0.1,48,19,4.8,6,SNK Playmore,T
Snoopy vs the Red Baron,Namco Bandai Games,"[""PSP""]",1,2006,Adventure,0.04,0,0,0,0.05,76,7,7.8,4,Smart Bomb Interactive,E10+
SOCOM 3: U.S. Navy SEALs,Sony Computer Entertainment,"[""PS2""]",1,2005,Shooter,1.22,0.34,0.04,0.1,1.69,82,59,8.8,64,Zipper Interactive,M
SOCOM 4: U.S. Navy SEALs,Sony Computer Entertainment,"[""PS3""]",1,2011,Shooter,0.66,0.11,0.04,0.08,0.89,67,64,6.3,121,Zipper Interactive,M
SOCOM II: U.S. Navy SEALs,Sony Computer Entertainment,"[""PS2""]",1,2003,Shooter,2.22,0.51,0.06,0.15,2.94,87,42,9,93,Zipper Interactive,M
